9/10/2020 11:45:21 AM,,,,
9/10/2020 11:45:22 AM,,,,
9/10/2020 11:45:23 AM,,,,
9/10/2020 11:45:24 AM,,,,
9/10/2020 11:45:25 AM,,,,
9/10/2020 11:45:26 AM,,,,
9/10/2020 11:46:03 AM,,,,
9/10/2020 11:46:04 AM,,,,
9/10/2020 11:46:05 AM,,,,
9/10/2020 11:46:06 AM,,,,
9/10/2020 11:46:07 AM,,,,
9/10/2020 11:46:08 AM,,,,
9/10/2020 11:46:09 AM,,,,
9/10/2020 11:46:10 AM,,,,
9/10/2020 11:46:11 AM,,,,
9/10/2020 11:46:12 AM,,,,
9/10/2020 11:46:13 AM,,,,
9/10/2020 11:46:14 AM,,,,
9/10/2020 11:46:15 AM,,,,
9/10/2020 11:46:16 AM,,,,
9/10/2020 11:46:17 AM,,,,
9/10/2020 11:46:18 AM,,,,
9/10/2020 11:46:19 AM,,,,
9/10/2020 11:46:22 AM,,,,
9/10/2020 11:46:22 AM,,,,
9/10/2020 11:46:22 AM,,,,
9/10/2020 11:46:23 AM,,,,
9/10/2020 11:46:24 AM,,,,
9/10/2020 11:46:25 AM,,,,
9/10/2020 11:46:26 AM,,,,
9/10/2020 11:46:27 AM,,,,
9/10/2020 11:46:28 AM,,,,
9/10/2020 11:46:29 AM,,,,
9/10/2020 11:46:30 AM,,,,
9/10/2020 11:46:31 AM,,,,
9/10/2020 11:46:33 AM,,,,
9/10/2020 11:46:33 AM,,,,
9/10/2020 11:46:44 AM,,,,
9/10/2020 11:46:45 AM,,,,
9/10/2020 11:46:46 AM,,,,
9/10/2020 11:46:47 AM,,,,
9/10/2020 11:46:48 AM,,,,
9/10/2020 11:46:49 AM,,,,
9/10/2020 11:46:50 AM,0,0,0,0
9/10/2020 11:46:51 AM,0,0,0,0
9/10/2020 11:47:01 AM,0,0,0,0
9/10/2020 11:47:02 AM,70,270,90,290
9/10/2020 11:47:03 AM,70,270,90,290
9/10/2020 11:47:04 AM,70,270,90,290
9/10/2020 11:47:05 AM,70,270,90,290
9/10/2020 11:47:06 AM,70,270,90,290
9/10/2020 11:47:07 AM,70,270,90,290
9/10/2020 11:47:08 AM,70,270,90,290
