8/11/2020 11:02:31 AM,,,,
8/11/2020 11:02:32 AM,,,,
8/11/2020 11:02:33 AM,,,,
8/11/2020 11:02:34 AM,,,,
8/11/2020 11:02:35 AM,,,,
8/11/2020 11:02:36 AM,,,,
8/11/2020 11:02:37 AM,,,,
8/11/2020 11:02:38 AM,,,,
8/11/2020 11:02:39 AM,,,,
8/11/2020 11:02:40 AM,,,,
8/11/2020 11:02:41 AM,,,,
8/11/2020 11:02:42 AM,,,,
8/11/2020 11:02:43 AM,,,,
8/11/2020 11:02:44 AM,,,,
8/11/2020 11:02:45 AM,,,,
8/11/2020 11:02:46 AM,,,,
8/11/2020 11:02:47 AM,,,,
8/11/2020 11:02:48 AM,,,,
8/11/2020 11:02:49 AM,,,,
8/11/2020 11:02:50 AM,,,,
8/11/2020 11:02:51 AM,,,,
8/11/2020 11:02:52 AM,,,,
8/11/2020 11:02:53 AM,,,,
8/11/2020 11:02:54 AM,,,,
8/11/2020 11:02:55 AM,,,,
8/11/2020 11:02:56 AM,,,,
8/11/2020 11:02:57 AM,,,,
8/11/2020 11:02:58 AM,,,,
8/11/2020 11:02:59 AM,,,,
8/11/2020 11:03:00 AM,,,,
8/11/2020 11:03:01 AM,,,,
8/11/2020 11:03:02 AM,,,,
8/11/2020 11:03:03 AM,,,,
8/11/2020 11:03:04 AM,,,,
8/11/2020 11:03:05 AM,,,,
8/11/2020 11:03:06 AM,,,,
8/11/2020 11:03:07 AM,,,,
8/11/2020 11:03:08 AM,,,,
8/11/2020 11:03:10 AM,,,,
8/11/2020 11:03:11 AM,,,,
8/11/2020 11:03:12 AM,,,,
8/11/2020 11:03:13 AM,,,,
8/11/2020 11:03:14 AM,,,,
8/11/2020 11:03:15 AM,,,,
8/11/2020 11:03:16 AM,,,,
8/11/2020 11:03:17 AM,,,,
8/11/2020 11:03:18 AM,,,,
8/11/2020 11:03:19 AM,,,,
8/11/2020 11:03:20 AM,,,,
8/11/2020 11:03:21 AM,,,,
8/11/2020 11:03:22 AM,,,,
8/11/2020 11:03:23 AM,,,,
8/11/2020 11:03:24 AM,,,,
8/11/2020 11:03:25 AM,,,,
8/11/2020 11:03:26 AM,,,,
8/11/2020 11:03:27 AM,,,,
8/11/2020 11:03:28 AM,,,,
8/11/2020 11:03:29 AM,,,,
8/11/2020 11:03:30 AM,,,,
8/11/2020 11:03:31 AM,,,,
8/11/2020 11:03:32 AM,,,,
8/11/2020 11:03:33 AM,,,,
8/11/2020 11:03:34 AM,,,,
8/11/2020 11:03:35 AM,,,,
8/11/2020 11:03:36 AM,,,,
8/11/2020 11:03:37 AM,,,,
8/11/2020 11:03:38 AM,,,,
8/11/2020 11:03:39 AM,,,,
8/11/2020 11:03:40 AM,,,,
8/11/2020 11:03:41 AM,,,,
8/11/2020 11:03:42 AM,,,,
8/11/2020 11:03:43 AM,,,,
8/11/2020 11:03:44 AM,,,,
8/11/2020 11:03:47 AM,,,,
8/11/2020 11:03:47 AM,,,,
8/11/2020 11:03:48 AM,,,,
8/11/2020 11:03:49 AM,,,,
8/11/2020 11:03:50 AM,,,,
8/11/2020 11:03:51 AM,,,,
8/11/2020 11:03:52 AM,,,,
8/11/2020 11:03:53 AM,,,,
8/11/2020 11:03:54 AM,,,,
8/11/2020 11:03:55 AM,,,,
8/11/2020 11:03:56 AM,,,,
8/11/2020 11:03:57 AM,,,,
8/11/2020 11:03:58 AM,,,,
8/11/2020 11:03:59 AM,,,,
8/11/2020 11:04:00 AM,,,,
8/11/2020 11:04:01 AM,,,,
8/11/2020 11:04:02 AM,,,,
8/11/2020 11:04:03 AM,,,,
8/11/2020 11:04:04 AM,,,,
8/11/2020 11:04:05 AM,,,,
8/11/2020 11:04:06 AM,,,,
8/11/2020 11:04:08 AM,,,,
8/11/2020 11:04:09 AM,,,,
8/11/2020 11:04:10 AM,,,,
8/11/2020 11:04:11 AM,,,,
8/11/2020 11:04:12 AM,,,,
8/11/2020 11:04:13 AM,,,,
8/11/2020 11:04:15 AM,,,,
8/11/2020 11:04:17 AM,,,,
8/11/2020 11:04:18 AM,,,,
8/11/2020 11:04:19 AM,,,,
8/11/2020 11:04:20 AM,,,,
