5/27/2020 10:37:52 AM,,,,
5/27/2020 10:37:53 AM,,,,
5/27/2020 10:37:54 AM,,,,
5/27/2020 10:37:58 AM,,,,
5/27/2020 10:37:58 AM,,,,
5/27/2020 10:37:59 AM,,,,
5/27/2020 10:38:00 AM,,,,
5/27/2020 10:38:01 AM,,,,
5/27/2020 10:38:02 AM,,,,
5/27/2020 10:38:03 AM,,,,
5/27/2020 10:38:04 AM,,,,
5/27/2020 10:38:05 AM,,,,
5/27/2020 10:38:06 AM,,,,
5/27/2020 10:38:07 AM,,,,
5/27/2020 10:38:08 AM,,,,
5/27/2020 10:38:09 AM,,,,
5/27/2020 10:38:10 AM,,,,
5/27/2020 10:38:11 AM,,,,
5/27/2020 10:38:12 AM,,,,
5/27/2020 10:38:13 AM,,,,
5/27/2020 10:38:14 AM,,,,
5/27/2020 10:38:15 AM,,,,
5/27/2020 10:38:16 AM,,,,
5/27/2020 10:38:17 AM,,,,
5/27/2020 10:38:18 AM,,,,
5/27/2020 10:38:19 AM,,,,
5/27/2020 10:38:20 AM,,,,
5/27/2020 10:38:21 AM,,,,
5/27/2020 10:38:22 AM,75,285,82,280
5/27/2020 10:38:23 AM,75,285,82,280
5/27/2020 10:38:24 AM,75,285,82,280
5/27/2020 10:38:25 AM,75,285,82,280
5/27/2020 10:38:26 AM,75,285,82,280
5/27/2020 10:38:27 AM,75,285,82,280
5/27/2020 10:38:28 AM,75,285,82,280
5/27/2020 10:38:29 AM,75,285,82,280
5/27/2020 10:38:30 AM,75,285,82,280
5/27/2020 10:38:31 AM,75,285,82,280
5/27/2020 10:38:32 AM,75,285,82,280
5/27/2020 10:38:33 AM,75,285,82,280
5/27/2020 10:38:34 AM,75,285,82,280
5/27/2020 10:38:35 AM,75,285,82,280
5/27/2020 10:38:36 AM,75,285,82,280
5/27/2020 10:38:37 AM,75,285,82,280
5/27/2020 10:38:38 AM,75,285,82,280
5/27/2020 10:38:39 AM,75,285,82,280
5/27/2020 10:38:40 AM,75,285,82,280
5/27/2020 10:38:41 AM,75,285,82,280
5/27/2020 10:38:42 AM,75,285,82,280
5/27/2020 10:38:43 AM,75,285,82,280
5/27/2020 10:38:44 AM,75,285,82,280
5/27/2020 10:38:45 AM,75,285,82,280
5/27/2020 10:38:46 AM,75,285,82,280
5/27/2020 10:38:47 AM,75,285,82,280
5/27/2020 10:38:48 AM,75,285,82,280
5/27/2020 10:38:49 AM,75,285,82,280
5/27/2020 10:38:50 AM,75,285,82,280
5/27/2020 10:38:51 AM,75,285,82,280
5/27/2020 10:38:52 AM,75,285,82,280
5/27/2020 10:38:53 AM,75,285,82,280
5/27/2020 10:38:54 AM,75,285,82,280
5/27/2020 10:38:55 AM,75,285,82,280
5/27/2020 10:38:56 AM,75,285,82,280
5/27/2020 10:38:57 AM,75,285,82,280
5/27/2020 10:38:58 AM,75,285,82,280
5/27/2020 10:38:59 AM,75,285,82,280
5/27/2020 12:32:36 PM,,,,
5/27/2020 12:32:37 PM,,,,
5/27/2020 12:32:38 PM,,,,
5/27/2020 12:32:39 PM,,,,
5/27/2020 12:32:40 PM,,,,
5/27/2020 12:32:41 PM,,,,
5/27/2020 12:32:42 PM,,,,
5/27/2020 12:32:43 PM,80,280,78,280
5/27/2020 12:32:44 PM,80,280,78,280
5/27/2020 12:32:45 PM,80,280,78,280
5/27/2020 12:32:46 PM,80,280,78,280
5/27/2020 1:47:51 PM,,,,
5/27/2020 1:47:52 PM,,,,
5/27/2020 1:47:53 PM,,,,
5/27/2020 1:47:54 PM,,,,
5/27/2020 1:47:55 PM,,,,
5/27/2020 1:47:56 PM,,,,
5/27/2020 1:47:57 PM,,,,
5/27/2020 1:47:58 PM,,,,
5/27/2020 1:47:59 PM,,,,
5/27/2020 1:48:00 PM,,,,
5/27/2020 1:48:01 PM,,,,
5/27/2020 1:48:34 PM,,,,
5/27/2020 1:48:35 PM,,,,
5/27/2020 1:48:36 PM,,,,
5/27/2020 1:48:37 PM,,,,
5/27/2020 1:48:38 PM,,,,
5/27/2020 1:48:39 PM,,,,
5/27/2020 1:48:40 PM,,,,
5/27/2020 1:48:41 PM,,,,
5/27/2020 1:48:42 PM,,,,
5/27/2020 1:48:43 PM,,,,
5/27/2020 1:48:44 PM,,,,
5/27/2020 1:48:45 PM,,,,
5/27/2020 1:48:46 PM,,,,
5/27/2020 1:48:47 PM,,,,
5/27/2020 1:49:00 PM,,,,
5/27/2020 1:49:01 PM,,,,
5/27/2020 1:49:02 PM,,,,
5/27/2020 1:49:47 PM,,,,
5/27/2020 1:49:48 PM,,,,
5/27/2020 1:49:49 PM,,,,
5/27/2020 1:49:50 PM,,,,
5/27/2020 1:50:48 PM,,,,
5/27/2020 1:50:49 PM,,,,
5/27/2020 1:50:50 PM,,,,
5/27/2020 1:50:51 PM,,,,
5/27/2020 1:50:52 PM,,,,
5/27/2020 1:50:53 PM,,,,
5/27/2020 1:50:54 PM,,,,
5/27/2020 1:50:55 PM,,,,
5/27/2020 1:50:56 PM,,,,
5/27/2020 1:50:57 PM,,,,
5/27/2020 1:50:58 PM,,,,
5/27/2020 1:50:59 PM,,,,
5/27/2020 1:51:00 PM,,,,
5/27/2020 1:51:53 PM,,,,
5/27/2020 1:51:54 PM,,,,
5/27/2020 1:51:55 PM,,,,
5/27/2020 1:51:56 PM,,,,
5/27/2020 1:51:57 PM,,,,
5/27/2020 1:51:58 PM,,,,
5/27/2020 1:51:59 PM,,,,
5/27/2020 1:52:00 PM,,,,
5/27/2020 1:52:08 PM,,,,
5/27/2020 1:52:09 PM,,,,
5/27/2020 1:52:10 PM,,,,
5/27/2020 1:52:11 PM,,,,
5/27/2020 1:52:12 PM,,,,
